train_loss1        ,val_loss1          ,val_acc1            ,train_loss2        ,val_loss2          ,val_acc2            ,train_loss3         ,val_loss3          ,val_acc3            ,train_loss4         ,val_loss4          ,val_acc4            ,train_loss5         ,val_loss5           ,val_acc5
1.7659369707107544 ,1.7770877480506897 ,0.18181818181818182 ,1.287626028060913  ,1.1120074391365051 ,0.5454545454545454  ,0.774914026260376   ,1.0370872020721436 ,0.6363636363636364  ,0.8928931355476379  ,0.8896678984165192 ,0.8095238095238095  ,0.3210900127887726  ,0.48805321753025055 ,0.7619047619047619
1.7869833707809448 ,1.8034977316856384 ,0.18181818181818182 ,1.2215825319290161 ,1.099828839302063  ,0.5909090909090909  ,0.632969319820404   ,1.0206426978111267 ,0.6363636363636364  ,0.51460862159729    ,0.8022343516349792 ,0.6190476190476191  ,0.663977324962616   ,0.8428127318620682  ,0.7619047619047619
1.7996574640274048 ,1.8036728501319885 ,0.18181818181818182 ,1.3118027448654175 ,1.0866917967796326 ,0.5909090909090909  ,1.1122758388519287  ,1.060429036617279  ,0.5909090909090909  ,1.0690823793411255  ,0.9272863864898682 ,0.7142857142857143  ,0.5245327949523926  ,0.6397952437400818  ,0.7142857142857143
1.7836685180664062 ,1.8112244606018066 ,0.18181818181818182 ,1.4127968549728394 ,0.9969716966152191 ,0.5                 ,1.1434005498886108  ,0.9925724864006042 ,0.6363636363636364  ,0.8138347268104553  ,0.696140855550766  ,0.8095238095238095  ,0.7466936111450195  ,0.5255885571241379  ,0.7142857142857143
1.8113800287246704 ,1.8040066957473755 ,0.18181818181818182 ,1.3758058547973633 ,1.0506399869918823 ,0.5909090909090909  ,0.8468026518821716  ,1.0192545056343079 ,0.5454545454545454  ,0.6823434829711914  ,0.712122231721878  ,0.8095238095238095  ,0.469878613948822   ,0.7033223211765289  ,0.7142857142857143
1.8041938543319702 ,1.8008617162704468 ,0.18181818181818182 ,1.3476670980453491 ,1.156956136226654  ,0.5909090909090909  ,1.134886384010315   ,0.9888099133968353 ,0.5909090909090909  ,0.8495754599571228  ,0.9049403965473175 ,0.7619047619047619  ,0.6012793183326721  ,0.805435910820961   ,0.7619047619047619
1.8098574876785278 ,1.7889357805252075 ,0.18181818181818182 ,1.3828363418579102 ,1.1245467066764832 ,0.5                 ,0.8026785254478455  ,0.9982231855392456 ,0.5909090909090909  ,0.740325927734375   ,0.8239056169986725 ,0.7619047619047619  ,0.42741119861602783 ,0.7011884152889252  ,0.7619047619047619
1.8079384565353394 ,1.7758598327636719 ,0.18181818181818182 ,1.1080760955810547 ,1.0223570764064789 ,0.45454545454545453 ,0.757422924041748   ,1.040648877620697  ,0.5909090909090909  ,0.7939286231994629  ,0.871046781539917  ,0.7619047619047619  ,0.688513994216919   ,0.5637650787830353  ,0.7619047619047619
1.7811484336853027 ,1.8002543449401855 ,0.18181818181818182 ,1.2454067468643188 ,1.2722552418708801 ,0.4090909090909091  ,0.8691962361335754  ,0.8827212750911713 ,0.5909090909090909  ,0.9680193662643433  ,0.6752058863639832 ,0.7619047619047619  ,0.48479968309402466 ,0.7613057196140289  ,0.7619047619047619
1.7718369960784912 ,1.8146422505378723 ,0.18181818181818182 ,1.5873585939407349 ,1.2287576794624329 ,0.45454545454545453 ,1.2397243976593018  ,1.0551005601882935 ,0.5909090909090909  ,0.9346473813056946  ,0.6921819746494293 ,0.8095238095238095  ,0.6080431342124939  ,0.7958128452301025  ,0.7619047619047619
