train_loss1,val_loss1,val_acc1,train_loss2,val_loss2,val_acc2,train_loss3,val_loss3,val_acc3,train_loss4,val_loss4,val_acc4,train_loss5,val_loss5,val_acc5
1.7582077980041504,1.8218360543251038,0.13636363636363635,1.7899450063705444,1.8244284987449646,0.13636363636363635,1.804468035697937,1.8235388398170471,0.09090909090909091,1.758366346359253,1.810272216796875,0.23809523809523808,1.774635910987854,1.767751395702362,0.19047619047619047
1.7982850074768066,1.8217522501945496,0.13636363636363635,1.752649188041687,1.8224676251411438,0.09090909090909091,1.7488640546798706,1.8290745615959167,0.09090909090909091,1.816667914390564,1.8530649542808533,0.23809523809523808,1.7965997457504272,1.771849811077118,0.19047619047619047
1.8156338930130005,1.836070716381073,0.13636363636363635,1.778056025505066,1.8171038627624512,0.09090909090909091,1.7721285820007324,1.8499779105186462,0.09090909090909091,1.7801584005355835,1.8484910726547241,0.23809523809523808,1.7688593864440918,1.8232277631759644,0.19047619047619047
1.7897236347198486,1.838084101676941,0.13636363636363635,1.819272756576538,1.8051302433013916,0.09090909090909091,1.8322466611862183,1.8628786206245422,0.09090909090909091,1.8034917116165161,1.8153741955757141,0.09523809523809523,1.7881238460540771,1.7726346254348755,0.19047619047619047
1.8000982999801636,1.7993314862251282,0.13636363636363635,1.7939491271972656,1.824812114238739,0.09090909090909091,1.813668131828308,1.8392559885978699,0.09090909090909091,1.823628544807434,1.8320754766464233,0.09523809523809523,1.8263269662857056,1.8127335906028748,0.19047619047619047
1.8426843881607056,1.806391954421997,0.13636363636363635,1.8154678344726562,1.8646152019500732,0.09090909090909091,1.6999320983886719,1.8618950843811035,0.09090909090909091,1.8150988817214966,1.808837354183197,0.23809523809523808,1.8401957750320435,1.8168326020240784,0.19047619047619047
1.7504565715789795,1.8432535529136658,0.13636363636363635,1.7578014135360718,1.8169786930084229,0.09090909090909091,1.7932506799697876,1.8291693329811096,0.09090909090909091,1.7796772718429565,1.8323588967323303,0.23809523809523808,1.7742928266525269,1.7848354578018188,0.19047619047619047
1.816051721572876,1.8309295773506165,0.13636363636363635,1.7949084043502808,1.8549213409423828,0.09090909090909091,1.7746418714523315,1.8547976613044739,0.09090909090909091,1.7733765840530396,1.8065385222434998,0.23809523809523808,1.765093207359314,1.8132743835449219,0.19047619047619047
1.7665812969207764,1.8034231066703796,0.18181818181818182,1.7063250541687012,1.834006667137146,0.09090909090909091,1.7445565462112427,1.8521706461906433,0.09090909090909091,1.748460054397583,1.7836849093437195,0.23809523809523808,1.767002820968628,1.778252124786377,0.19047619047619047
1.767911672592163,1.8324532508850098,0.22727272727272727,1.7990524768829346,1.8810572624206543,0.09090909090909091,1.7963752746582031,1.841349720954895,0.09090909090909091,1.7951953411102295,1.8103451132774353,0.23809523809523808,1.7963294982910156,1.776067316532135,0.19047619047619047
