train_loss_1,val_loss_1,val_acc_1,train_loss_2,val_loss_2,val_acc_2,train_loss_3,val_loss_3,val_acc_3,train_loss_4,val_loss_4,val_acc_4,train_loss_5,val_loss_5,val_acc_5
2.6635828018188477,2.6400388138634816,0.07207207207207207,2.651761531829834,2.642818944794791,0.07207207207207207,2.6654281616210938,2.6423910685947964,0.07207207207207207,2.639612913131714,2.6404587711606706,0.06981981981981981,2.653510093688965,2.6413860491343906,0.06981981981981981
1.8533368110656738,1.8606852207865034,0.3490990990990991,2.4282727241516113,2.3127609150750295,0.19144144144144143,2.2629148960113525,2.1457419438021526,0.18243243243243243,2.2327892780303955,2.265697087560381,0.25,2.2012436389923096,2.1999206713267734,0.17567567567567569
1.766864538192749,1.4149159320763178,0.40315315315315314,2.1318178176879883,1.50244106565203,0.3783783783783784,1.5469385385513306,1.4849014111927576,0.38513513513513514,1.2297565937042236,1.335576953632491,0.44819819819819817,1.5608406066894531,1.49352508357593,0.3963963963963964
1.4389963150024414,1.2796628028154373,0.4797297297297297,1.258615255355835,1.267232215830258,0.4752252252252252,1.569535255432129,1.2833030713456017,0.5157657657657657,1.1760890483856201,1.236966079899243,0.47297297297297297,1.2577258348464966,1.2968440800905228,0.4594594594594595
1.1573655605316162,1.1736477358000619,0.5315315315315315,1.053500771522522,1.1818448709590095,0.5157657657657657,1.2224823236465454,1.1535351936306273,0.5585585585585585,1.0510025024414062,1.152770193559783,0.5135135135135135,1.9347110986709595,1.3468599489756994,0.5202702702702703
1.0670201778411865,1.0480132507426398,0.5855855855855856,0.8160082101821899,1.0303652392966407,0.5788288288288288,0.980927050113678,1.120753594807216,0.527027027027027,1.0476948022842407,1.0853555457932609,0.5518018018018018,1.0064377784729004,1.0756794469697135,0.5743243243243243
1.0247862339019775,1.0788511378424508,0.6328828828828829,0.8505515456199646,1.1661483262266432,0.5225225225225225,0.6563443541526794,1.0138427189418249,0.5698198198198198,1.2333288192749023,0.9698485710791179,0.6013513513513513,1.3438106775283813,1.0351297365767615,0.536036036036036
1.2361786365509033,1.0822120660117693,0.6238738738738738,1.0354876518249512,0.9816618881055287,0.6193693693693694,0.9231384992599487,0.9740484250443322,0.6103603603603603,0.9735061526298523,1.10135061613151,0.545045045045045,0.7876218557357788,0.9987027602536338,0.5990990990990991
0.8768049478530884,1.0101467541285925,0.6216216216216216,0.990012526512146,0.8759643052305494,0.6441441441441441,0.823165774345398,0.9109890131013734,0.6373873873873874,0.6908199787139893,0.896368316241673,0.6216216216216216,0.7252815365791321,1.1413288840225764,0.509009009009009
1.176579475402832,0.9557310576949801,0.6486486486486487,1.1134916543960571,0.9606211600559098,0.6238738738738738,1.3294342756271362,0.8592894332749503,0.6261261261261262,1.1883410215377808,0.9076410915170398,0.6283783783783784,0.754950225353241,0.8834547315325055,0.6216216216216216
