train_loss_1,val_loss_1,val_acc_1,train_loss_2,val_loss_2,val_acc_2,train_loss_3,val_loss_3,val_acc_3,train_loss_4,val_loss_4,val_acc_4,train_loss_5,val_loss_5,val_acc_5
2.640810489654541,2.6392915844917297,0.07207207207207207,2.643495798110962,2.640278688498906,0.0,2.635610342025757,2.638743911470686,0.07882882882882883,2.6467037200927734,2.642444738319942,0.07207207207207207,2.6647069454193115,2.6390622513634816,0.06981981981981981
1.7624698877334595,1.8285654783248901,0.3490990990990991,1.5431069135665894,1.6529831034796578,0.41216216216216217,1.9278450012207031,1.8626021955694472,0.28378378378378377,1.801728367805481,1.8386855934347426,0.30405405405405406,1.8428261280059814,1.8461088495595115,0.33783783783783783
1.4879978895187378,1.4034387597015925,0.4752252252252252,0.9748425483703613,1.2886966041156225,0.45045045045045046,1.7143603563308716,1.2968063418354308,0.5135135135135135,1.3104063272476196,1.365608777318682,0.44819819819819817,1.391869306564331,1.2684829043490546,0.481981981981982
0.9516235589981079,1.1654781358582633,0.5675675675675675,1.1833378076553345,1.1423040820019585,0.5022522522522522,0.8744059205055237,0.9624371251889637,0.6463963963963963,0.9239951968193054,1.215335407427379,0.5292792792792793,1.0107661485671997,0.9782614452498299,0.5743243243243243
1.231397032737732,1.0061578207782336,0.6283783783783784,0.9094061851501465,1.0491572873932975,0.5743243243243243,0.9598825573921204,1.0328148135117121,0.5698198198198198,1.015466332435608,1.0716144229684557,0.5675675675675675,0.7461922764778137,0.9722889597926822,0.5765765765765766
0.7859120965003967,0.8525341323443821,0.6846846846846847,0.9055260419845581,1.048361109835761,0.6013513513513513,0.7222078442573547,0.8875029927917889,0.6418918918918919,1.1291028261184692,1.0015256362301963,0.5923423423423423,0.7083239555358887,0.8327574719275747,0.6869369369369369
0.9978750348091125,0.8448188602924347,0.6779279279279279,0.7700105905532837,0.819697689797197,0.6801801801801802,0.7826540470123291,0.7643830510122436,0.7004504504504504,0.7450739741325378,1.1693416365555354,0.5540540540540541,0.5648517608642578,0.7584550455212593,0.6914414414414415
0.8113952875137329,0.8618825471826962,0.6666666666666666,0.3932393789291382,0.8302620074578694,0.668918918918919,0.7437782287597656,0.8668500749128205,0.6576576576576577,0.6614201664924622,0.8463811320917947,0.6328828828828829,0.7076107263565063,0.662290775350162,0.704954954954955
0.6268060207366943,0.8593696228095463,0.6666666666666666,0.4019121527671814,0.7988897838762828,0.6599099099099099,0.8613287210464478,0.746916478233678,0.6936936936936937,0.7179628014564514,0.9596141108444759,0.6103603603603603,0.9002428650856018,0.6931821501680783,0.7184684684684685
0.8381819128990173,0.8793533859508378,0.6351351351351351,1.1659691333770752,0.7489184811711311,0.6936936936936937,1.1053602695465088,0.804173296051366,0.6779279279279279,0.5149590373039246,0.7536872274109295,0.7184684684684685,0.7784028649330139,0.688068439917905,0.722972972972973
