train_loss_1,val_loss_1,val_acc_1,train_loss_2,val_loss_2,val_acc_2,train_loss_3,val_loss_3,val_acc_3
2.633962392807007,2.612398828778948,0.061855670103092786,2.552664279937744,2.652951717376709,0.061855670103092786,2.6508071422576904,2.6433041436331615,0.061855670103092786
2.613959789276123,2.5814805712018694,0.18556701030927836,2.5665547847747803,2.59266574042184,0.18556701030927836,2.6069562435150146,2.613809040614537,0.18556701030927836
2.5466468334198,2.554466928754534,0.1958762886597938,2.428476095199585,2.4331395285470143,0.18556701030927836,2.1857030391693115,2.378261225564139,0.24742268041237114
2.266690731048584,2.316464935030256,0.32989690721649484,2.0819153785705566,1.9894274813788277,0.32989690721649484,2.0300803184509277,1.9296247959136963,0.29896907216494845
1.8170729875564575,1.6768895983695984,0.41237113402061853,1.7875072956085205,1.6416467598506383,0.422680412371134,1.5124560594558716,1.7504633835383825,0.3917525773195876
1.8362194299697876,1.6806769200733729,0.4845360824742268,1.3435665369033813,1.2236616164445877,0.4948453608247423,1.5923954248428345,1.4254967059407915,0.3711340206185567
1.243552327156067,1.5590871913092477,0.5257731958762887,1.512848973274231,1.217215827533177,0.5051546391752577,1.6064790487289429,1.484257425580706,0.5051546391752577
1.3468515872955322,1.176440281527383,0.5773195876288659,1.0536322593688965,1.1307047690664018,0.5979381443298969,1.3606268167495728,1.329383271081107,0.5463917525773195
1.2738250494003296,1.1617289611271449,0.5360824742268041,1.6503781080245972,1.0438872831208366,0.6288659793814433,1.1856341361999512,1.1490201311452048,0.5773195876288659
1.1673462390899658,1.3887138962745667,0.6391752577319587,1.240816593170166,1.1485610604286194,0.6494845360824743,0.8432506918907166,1.685258788721902,0.5876288659793815
0.8021504878997803,1.3313863447734289,0.6082474226804123,1.2161766290664673,0.94423907995224,0.6804123711340206,1.3619006872177124,1.1539178235190255,0.7010309278350515
1.0277255773544312,0.9578207305499485,0.5979381443298969,0.615850567817688,1.0866004484040397,0.6597938144329897,1.01206374168396,1.042006186076573,0.5876288659793815
1.0878221988677979,0.9990069184984479,0.5670103092783505,0.927406370639801,0.8220125905105046,0.7010309278350515,0.8661919236183167,0.8788768393652779,0.7010309278350515
0.7168678045272827,0.9352398599897113,0.6082474226804123,1.3710213899612427,1.27001291513443,0.711340206185567,0.8211368918418884,0.837411322763988,0.711340206185567
0.9801378846168518,1.031769675867898,0.6185567010309279,0.8306667804718018,0.7221138796636036,0.7628865979381443,1.2365901470184326,1.009994191782815,0.7010309278350515
0.7869907021522522,0.7190698858882699,0.6597938144329897,1.0470333099365234,0.7345611559493201,0.7319587628865979,0.6091450452804565,0.8393951398985726,0.7422680412371134
0.5264651775360107,0.7036408122096743,0.7216494845360825,1.0052047967910767,0.6692514015095574,0.7525773195876289,0.8752157688140869,0.8396694106715066,0.7525773195876289
0.8705621957778931,0.9002676521028791,0.711340206185567,0.894444465637207,0.757985600403377,0.7628865979381443,0.8881354928016663,0.7471968169723239,0.7835051546391752
0.7500103116035461,0.8415108919143677,0.711340206185567,1.5319421291351318,0.6821215493338448,0.7422680412371134,0.7135439515113831,0.7439969671624047,0.7319587628865979
0.5800603628158569,0.6774520693080766,0.7010309278350515,0.6475847959518433,0.6825173965522221,0.7731958762886598,0.698373556137085,0.8335918400968824,0.7525773195876289
0.7145549058914185,0.7289908145155225,0.6701030927835051,0.9656865000724792,0.7123995891639164,0.7938144329896907,0.6100392937660217,0.8283855659621102,0.711340206185567
0.71307373046875,0.7398279479571751,0.7422680412371134,1.2164971828460693,0.6058958108936038,0.7731958762886598,0.7742177844047546,0.7858638678278241,0.7628865979381443
0.6642748713493347,0.7048504395144326,0.7835051546391752,0.5568487048149109,0.8781645979200091,0.7835051546391752,0.7011665105819702,0.7567557947976249,0.7422680412371134
0.4330252707004547,0.5550038154636111,0.7525773195876289,1.1010539531707764,0.7632081764084953,0.7835051546391752,1.0231592655181885,0.8516074802194323,0.7422680412371134
0.46736299991607666,0.5461060032248497,0.7628865979381443,0.5363249182701111,0.6120521271867412,0.7628865979381443,0.5768018364906311,0.7745033587728228,0.7422680412371134
0.7450706362724304,0.5713543412940842,0.7525773195876289,0.8405501842498779,0.5902242596660342,0.7938144329896907,0.4966612458229065,0.7727295628615788,0.7216494845360825
0.6824584007263184,0.5290506985038519,0.7525773195876289,1.2730000019073486,0.6105472637074334,0.7731958762886598,0.6612571477890015,0.8431737422943115,0.7628865979381443
0.4919865131378174,0.5194815972021648,0.7525773195876289,0.7442215085029602,0.5674066793705735,0.8041237113402062,0.7617184519767761,0.7315050171954292,0.7628865979381443
0.5846944451332092,0.5416240692138672,0.7835051546391752,1.1973555088043213,0.5737068892589637,0.7938144329896907,0.3343767821788788,0.7123050561973027,0.7628865979381443
0.4601341187953949,0.5999616852828434,0.7938144329896907,0.6874220371246338,0.5481317596776145,0.8144329896907216,0.49157223105430603,0.6533771912966456,0.7835051546391752
