train_loss_1,val_loss_1,val_acc_1,train_loss_2,val_loss_2,val_acc_2
2.6243810653686523,2.637594393321446,0.061855670103092786,2.6434414386749268,2.641596419470651,0.061855670103092786
2.364328145980835,2.4006283283233643,0.17525773195876287,2.4904704093933105,2.6014514650617326,0.18556701030927836
1.5714633464813232,1.8795804807118006,0.29896907216494845,2.2309622764587402,2.4689178466796875,0.25773195876288657
1.7786498069763184,1.562752332006182,0.3917525773195876,2.221085786819458,2.0521198170525685,0.23711340206185566
1.2568165063858032,1.6739150456019811,0.5051546391752577,1.966719627380371,1.8870934077671595,0.38144329896907214
0.8156861662864685,1.208778006689889,0.5773195876288659,1.2468090057373047,1.270473966042378,0.3917525773195876
1.091823697090149,0.8877713126795632,0.6701030927835051,1.3260668516159058,1.2602287105151586,0.4948453608247423
0.9506855010986328,1.0281644463539124,0.6288659793814433,1.2711199522018433,1.227406076022557,0.5773195876288659
0.7828234434127808,0.6672517103808266,0.7216494845360825,0.9300537109375,1.1617354665483748,0.5876288659793815
0.7690529823303223,0.8100809454917908,0.7010309278350515,1.0897698402404785,1.081041429724012,0.6082474226804123
0.8604968786239624,0.653780972518559,0.7216494845360825,0.8172324895858765,1.063523292541504,0.6185567010309279
0.38497236371040344,0.7709267522607531,0.7319587628865979,0.8692069053649902,0.7106897938896769,0.7216494845360825
0.6128293871879578,0.7569740510454201,0.6597938144329897,0.9052648544311523,0.9927364800657544,0.6701030927835051
0.6999078392982483,0.5492733663746289,0.7731958762886598,0.5652666687965393,0.7947567307523319,0.6185567010309279
0.8961582183837891,0.7399958627564567,0.7010309278350515,0.65843266248703,0.6246857695015413,0.7319587628865979
0.9636602401733398,0.619044440133231,0.7938144329896907,0.7419124841690063,0.6847425912772971,0.6494845360824743
0.6675494313240051,0.46743768772908617,0.7628865979381443,0.6638187170028687,0.9257090091705322,0.6494845360824743
0.6674588322639465,0.6415745743683406,0.7628865979381443,1.029196858406067,0.610617076179811,0.7216494845360825
0.24585792422294617,0.6325159030301231,0.7628865979381443,0.2730056643486023,0.5850698075124195,0.7422680412371134
0.20754015445709229,0.7033196347100394,0.7319587628865979,0.957507848739624,0.6423095634986566,0.6701030927835051
0.3356575071811676,0.48965576716831755,0.7938144329896907,0.36508414149284363,0.6733658554897245,0.7216494845360825
0.5215255618095398,0.9606857619115284,0.7525773195876289,0.4873223602771759,0.7214340397289821,0.7319587628865979
0.5506558418273926,0.5989151723416788,0.7319587628865979,0.7521630525588989,0.749969346182687,0.7319587628865979
0.5910635590553284,0.53023419209889,0.7525773195876289,0.5014064908027649,0.5651433169841766,0.711340206185567
0.4450509250164032,0.7498495323317391,0.7835051546391752,0.30789196491241455,0.5877497249415943,0.7525773195876289
0.5926535725593567,0.7434953791754586,0.7938144329896907,0.24636028707027435,0.5938006286908474,0.7216494845360825
0.4302597641944885,0.5752708166837692,0.7628865979381443,0.7822438478469849,0.7117016911506653,0.7628865979381443
0.5638175010681152,0.4932582670257294,0.7835051546391752,0.9192079305648804,0.8238288762679856,0.6391752577319587
0.6821136474609375,0.4877597987636883,0.8041237113402062,0.5398378968238831,0.5597868731510971,0.711340206185567
0.4270508885383606,0.594837514284466,0.7731958762886598,0.6737515926361084,0.6286641318084938,0.711340206185567
0.45113375782966614,0.5244497833773494,0.7731958762886598,0.6836425065994263,0.8145765374813762,0.7319587628865979
1.1361507177352905,0.7262806426733732,0.6701030927835051,0.27282944321632385,0.7534005280051913,0.7216494845360825
0.4107109308242798,0.5737772498811994,0.7731958762886598,0.6307128667831421,0.5673329245764762,0.711340206185567
0.5064742565155029,1.385617426463536,0.7216494845360825,0.6728253960609436,0.5887058022864429,0.711340206185567
0.2099151611328125,0.5744575006615703,0.7835051546391752,0.5481569170951843,0.800457281193563,0.6804123711340206
0.4732501804828644,0.9907900776181903,0.7835051546391752,0.6138179302215576,1.3023358242852348,0.7628865979381443
0.2230401337146759,0.8589757553168705,0.7422680412371134,0.6666324734687805,0.6938822950635638,0.711340206185567
0.16586659848690033,0.6591786678348269,0.6907216494845361,0.13766999542713165,0.54449014495393,0.7525773195876289
