train_loss1         ,val_loss1           ,val_acc1             ,train_loss2         ,val_loss2           ,val_acc2             ,train_loss3         ,val_loss3           ,val_acc3            ,train_loss4          ,val_loss4           ,val_acc4           
2.650660991668701   ,2.656353030885969   ,0.009615384615384616 ,2.6339035034179688  ,2.6430319377354214  ,0.057692307692307696 ,2.6099162101745605  ,2.6372696331569125  ,0.0673076923076923  ,2.6615095138549805   ,2.652078151702881   ,0.10576923076923077
2.5666401386260986  ,2.3317713737487793  ,0.36538461538461536  ,2.2524304389953613  ,2.1031343936920166  ,0.36538461538461536  ,2.2535269260406494  ,2.5327201911381314  ,0.125               ,2.549098014831543    ,2.5229848452976773  ,0.34615384615384615
1.7285890579223633  ,1.693392378943307   ,0.4230769230769231   ,1.9730844497680664  ,1.567904727799552   ,0.47115384615384615  ,2.211254835128784   ,1.8110076189041138  ,0.27884615384615385 ,1.1459957361221313   ,1.5903451613017492  ,0.4326923076923077 
1.1685717105865479  ,1.5079725980758667  ,0.5192307692307693   ,1.2421966791152954  ,1.2432745439665658  ,0.5961538461538461   ,1.5190625190734863  ,1.4135150909423828  ,0.47115384615384615 ,1.1889944076538086   ,1.1788119503429957  ,0.625              
1.3743185997009277  ,1.314151746886117   ,0.5673076923076923   ,1.6141998767852783  ,1.3469951237951006  ,0.5769230769230769   ,1.687169075012207   ,1.5225579398018974  ,0.5384615384615384  ,1.4117426872253418   ,1.083662850516183   ,0.625              
1.6744359731674194  ,1.112790482384818   ,0.625                ,1.3431428670883179  ,0.7873291288103376  ,0.7596153846153846   ,1.2965518236160278  ,1.1685107946395874  ,0.5673076923076923  ,0.7534966468811035   ,0.84258519751685    ,0.7211538461538461 
1.6892873048782349  ,1.0663108314786638  ,0.5865384615384616   ,1.049967646598816   ,0.8627129793167114  ,0.6923076923076923   ,1.0217455625534058  ,1.0471678376197815  ,0.6346153846153846  ,0.757093608379364    ,0.7978533548968179  ,0.7019230769230769 
1.121734380722046   ,1.0274319989340646  ,0.5961538461538461   ,0.8413207530975342  ,0.8012752788407462  ,0.6634615384615384   ,1.6236661672592163  ,1.1065208997045244  ,0.5961538461538461  ,1.013159155845642    ,0.9533114007541111  ,0.6442307692307693 
1.259101152420044   ,1.0265695282391138  ,0.6538461538461539   ,0.8960998058319092  ,0.7372316207204547  ,0.7115384615384616   ,0.9322549700737     ,0.8562378585338593  ,0.6634615384615384  ,0.6353222131729126   ,0.7609409860202244  ,0.7115384615384616 
1.0950345993041992  ,0.9755487186568124  ,0.6442307692307693   ,0.7140668034553528  ,0.652918496302196   ,0.7307692307692307   ,0.9104382991790771  ,0.8618694118091038  ,0.6826923076923077  ,0.8011658787727356   ,0.7142881751060486  ,0.7307692307692307 
0.7154226899147034  ,0.8586135676928929  ,0.6826923076923077   ,1.0904642343521118  ,0.8198818223817008  ,0.7019230769230769   ,0.9397602677345276  ,0.9008514370237078  ,0.7019230769230769  ,0.42813634872436523  ,0.6289765111037663  ,0.7596153846153846 
0.7513965368270874  ,0.8762730019433158  ,0.7692307692307693   ,0.6517926454544067  ,0.6790640141282763  ,0.7692307692307693   ,0.5562710165977478  ,0.7963999850409371  ,0.7115384615384616  ,0.9786444902420044   ,0.7713506817817688  ,0.7211538461538461 
1.1141130924224854  ,0.8736175979886737  ,0.7307692307692307   ,0.811312198638916   ,0.6538791613919395  ,0.7788461538461539   ,0.66963130235672    ,0.8739498002188546  ,0.6826923076923077  ,0.3466980457305908   ,0.8146736962454659  ,0.7307692307692307 
0.5680152177810669  ,0.6541986678327832  ,0.7980769230769231   ,0.6567138433456421  ,0.5815243422985077  ,0.8653846153846154   ,1.7386088371276855  ,0.8814739882946014  ,0.6826923076923077  ,0.554177463054657    ,0.7100994288921356  ,0.7884615384615384 
