train_loss_1,val_loss_1,val_acc_1,train_loss_2,val_loss_2,val_acc_2
2.647110939025879,2.6371212005615234,0.061855670103092786,2.6626176834106445,2.6539017813546315,0.061855670103092786
2.3706979751586914,2.493220329284668,0.18556701030927836,2.5454201698303223,2.598374468939645,0.18556701030927836
2.1223721504211426,2.357064996446882,0.14432989690721648,2.2183432579040527,2.0086780275617326,0.2268041237113402
2.059015989303589,1.9948963267462594,0.20618556701030927,2.2548248767852783,1.9799128430230277,0.1958762886597938
1.983574628829956,1.9320861952645438,0.24742268041237114,1.6146451234817505,1.644879264490945,0.31958762886597936
1.6685245037078857,1.6424860954284668,0.36082474226804123,1.9705429077148438,1.82705933707101,0.23711340206185566
1.9140856266021729,1.5904100792748588,0.3711340206185567,2.1986196041107178,1.534020973103387,0.29896907216494845
1.486973524093628,1.4351308798151357,0.41237113402061853,1.8750206232070923,1.6459131751741682,0.38144329896907214
1.4259390830993652,1.5883919170924596,0.38144329896907214,1.6438357830047607,1.657712187085833,0.35051546391752575
1.4745519161224365,1.4950390372957503,0.4536082474226804,1.4295897483825684,1.421858276639666,0.38144329896907214
1.2514969110488892,1.4850628886904036,0.4639175257731959,1.3642081022262573,1.4598745618547713,0.422680412371134
1.7581006288528442,1.5926146847861153,0.422680412371134,1.3316017389297485,1.1656950201307024,0.4845360824742268
1.6287373304367065,1.3762554100581579,0.5154639175257731,1.1671382188796997,1.0952936581202917,0.5154639175257731
1.187854528427124,1.0927317246262516,0.5463917525773195,1.3830629587173462,1.266757343496595,0.5567010309278351
1.472307801246643,1.2755254251616341,0.5051546391752577,1.3777763843536377,1.254848403590066,0.5773195876288659
1.130971908569336,1.0958546144621713,0.5463917525773195,1.2704719305038452,1.1733964255877904,0.6185567010309279
0.9923396110534668,0.9850014227309397,0.5257731958762887,0.6884788870811462,0.8298182572637286,0.6288659793814433
0.9464414119720459,0.9744706418631333,0.5773195876288659,0.9662925601005554,0.8733019913280649,0.6082474226804123
0.7814205288887024,0.8815187556402699,0.5773195876288659,0.9244076609611511,0.9480642080307007,0.6391752577319587
0.9366158843040466,1.001838362642697,0.5773195876288659,0.9911671876907349,1.442577783550535,0.6494845360824743
0.5507173538208008,1.317958116531372,0.6082474226804123,1.3633970022201538,0.6804067253002098,0.6597938144329897
0.9080072641372681,0.9538054636546544,0.5876288659793815,0.9752153754234314,0.7008007296494075,0.6701030927835051
1.0087027549743652,0.6266865966109825,0.7010309278350515,1.3826197385787964,0.5727911376909885,0.711340206185567
0.7852191925048828,0.6252169233879873,0.6804123711340206,0.3911781311035156,0.6472943510328021,0.6597938144329897
0.7008650302886963,0.7535133872713361,0.7010309278350515,0.6400125026702881,0.605152116955391,0.6907216494845361
0.4902358949184418,0.5756974778404194,0.711340206185567,0.6360474824905396,0.580741035086768,0.711340206185567
0.6063787937164307,0.6695175383772168,0.7010309278350515,1.1304709911346436,0.646553554572165,0.6907216494845361
0.6720086336135864,0.5553848171423722,0.7010309278350515,0.5017929077148438,0.7142337092331478,0.7422680412371134
0.6357713341712952,0.6082766652107239,0.7422680412371134,0.2579408288002014,0.723667510119932,0.7010309278350515
0.5897535085678101,0.6141254007816315,0.6391752577319587,0.4675965905189514,0.7087297068376627,0.7216494845360825
0.5597825050354004,0.6676560384886605,0.711340206185567,0.7298051714897156,0.6916678888457162,0.7010309278350515
0.518587589263916,0.691129084543458,0.6597938144329897,0.3695603907108307,0.659102345327223,0.6907216494845361
0.9604243040084839,0.6591828124863761,0.7731958762886598,0.4545859694480896,0.7710427727018084,0.7525773195876289
1.2550774812698364,0.801715578351702,0.7216494845360825,0.4726580083370209,0.6234887135880334,0.711340206185567
0.47975262999534607,0.849398842879704,0.7216494845360825,0.3826640844345093,0.8391179697854179,0.711340206185567
0.4413452446460724,0.4835792500525713,0.7422680412371134,0.2656015157699585,0.6982788613864344,0.6701030927835051
0.44641992449760437,0.5958944112062454,0.7319587628865979,0.6454383730888367,0.9914645254611969,0.7216494845360825
0.7026897668838501,0.5530236815767628,0.7731958762886598,0.43062594532966614,0.6852476027395044,0.6907216494845361
0.4349380135536194,0.6823669501713344,0.7525773195876289,0.43784961104393005,0.711693252835955,0.711340206185567
0.5344812273979187,0.5753575885402304,0.7422680412371134,0.49944719672203064,0.9577797395842416,0.7216494845360825
0.24172580242156982,0.62074280113198,0.711340206185567,0.19924598932266235,0.7293314429282743,0.7319587628865979
0.6861041784286499,0.8567025406020028,0.7628865979381443,0.5257602334022522,0.814594357806657,0.711340206185567
0.5528455972671509,0.7229576792035785,0.711340206185567,0.7803031802177429,1.7364617665963513,0.7216494845360825
0.2665277421474457,0.5332447217910418,0.7938144329896907,0.5204920172691345,0.7843640248590548,0.7216494845360825
0.7688201665878296,0.6804009668350253,0.7216494845360825,1.0805599689483643,0.8665215798786708,0.711340206185567
0.3208848834037781,0.9600531544004168,0.7216494845360825,0.41408032178878784,0.9883995694773537,0.7319587628865979
0.29327279329299927,1.1515027667794908,0.7422680412371134,0.6690101623535156,1.0081282641206468,0.7319587628865979
0.3093253970146179,0.5972997503621238,0.7731958762886598,0.3406665027141571,1.0212403195244926,0.6907216494845361
0.38376545906066895,0.5997320988348552,0.711340206185567,0.28139063715934753,0.8727902088846479,0.7010309278350515
0.20074379444122314,1.3361189258950097,0.6907216494845361,0.1997278928756714,1.1105735273096278,0.711340206185567
0.06304822117090225,0.8927097661148115,0.6804123711340206,0.5252624154090881,1.0146198783602034,0.7216494845360825
0.3529965877532959,0.7129164517557781,0.7010309278350515,0.5698245763778687,1.0032603790917034,0.6907216494845361
0.2789791524410248,0.7483547158106896,0.6907216494845361,0.1457388699054718,1.0649730478014265,0.711340206185567
0.41420918703079224,0.6788461804389954,0.7010309278350515,0.5162525773048401,0.9301370126859995,0.6907216494845361
0.2220936417579651,0.8478285662962922,0.6701030927835051,0.3564677834510803,1.014664160353797,0.6701030927835051
0.1220497414469719,0.9311202934810093,0.7010309278350515,0.2844887673854828,1.1553019285202026,0.7319587628865979
0.1145184263586998,0.9698829313690241,0.711340206185567,0.2997569441795349,1.1893151530197688,0.6907216494845361
0.03376520797610283,0.8852403236212142,0.6907216494845361,0.18505153059959412,1.066867085739172,0.6804123711340206
0.22183769941329956,0.8376130376543317,0.7319587628865979,0.07288769632577896,1.2527608275413513,0.6804123711340206
0.26744601130485535,1.0677668963159834,0.711340206185567,0.1229204311966896,1.337649711540767,0.7216494845360825
0.1130964457988739,1.3941818436724134,0.6804123711340206,0.23380540311336517,1.035504477364652,0.7319587628865979
0.5676916837692261,1.2057418950966425,0.7422680412371134,0.31709179282188416,1.09898037144116,0.7010309278350515
0.13394951820373535,1.1563314923218317,0.711340206185567,0.0992920845746994,1.5547180729252952,0.7010309278350515
0.01981402188539505,1.2418948582240514,0.7525773195876289,0.12496492266654968,1.217000782472626,0.7216494845360825
0.06614451855421066,1.3597997426986694,0.6804123711340206,0.2595139741897583,1.2490448607443665,0.7319587628865979
0.008673152886331081,1.3034141532012395,0.7628865979381443,0.464443564414978,1.3282846127237593,0.7010309278350515
0.01131543330848217,1.7540696859359741,0.6804123711340206,0.09689966589212418,1.3093352402959542,0.6907216494845361
0.055632174015045166,1.30528531649283,0.7422680412371134,0.2664654552936554,1.4879552679401513,0.6804123711340206
0.012369624339044094,2.06107964685985,0.7422680412371134,0.16664360463619232,1.3287641576358251,0.7319587628865979
0.002617421792820096,1.5928154800619398,0.7731958762886598,0.10711751133203506,1.3243043507848467,0.711340206185567
0.1614038497209549,2.8950870420251573,0.6804123711340206,0.057418450713157654,1.492864423564502,0.6804123711340206
0.017002535983920097,1.4967609133039201,0.7010309278350515,0.04903799667954445,1.5542280248233251,0.6907216494845361
0.003178167622536421,1.4095526948637729,0.6804123711340206,0.04085349291563034,1.5415000915527344,0.7216494845360825
0.020081045106053352,1.4586865050452087,0.6804123711340206,0.15613628923892975,2.331183706011091,0.7010309278350515
0.006657942198216915,1.814876687475979,0.7010309278350515,0.049360230565071106,1.6992645795856203,0.7319587628865979
0.002275442471727729,1.739834564036885,0.6907216494845361,0.04794267192482948,1.8066078083855766,0.7010309278350515
0.06160549446940422,1.0669949565614973,0.6907216494845361,0.10067051649093628,2.743235945701599,0.6804123711340206
0.004992489702999592,3.0574810079165866,0.7216494845360825,0.2261665165424347,1.9292089939053767,0.6804123711340206
